ID;Idade;GrupoIdade;Rotatividade;Viagem;HoraTrabalhada;Departamento;DistanciaCasa;Educacao;AreadeAtuacao;ContagemEmpregados;NumeroEmpregados;SatisfacaoAmbiental;Gênero;TaxaHoraria;InvolvimentoTrabalho;NivelTrabalho;CargoTrabalho;SatisfacaoTrabalho;EstadoCivil;RendaMensal;PisoSalarial;TaxaMensal;NumEmpresasTrabalhadas;AcimaDe18;HoraExtra;PercentualdeAumentoSalarial;AvaliacaoDesempenho;SatisfacaoRelacionamento;HorarioPadrao;ComprarAcoes;AnosTrabalhados;TempodeTreinoAnoPassado;BalancaPessoal;AnosDeEmpresa;AnosNoCargoAtual;AnosDesdeAUtilmaPromocao;AnosComoDiretor
RM646;29;26-35;Sim;Viaja_Raramente;341;Vendas;1;3;Médica;1;896;2;Feminino;48;2;1;Representativo de Vendas;3;Divorciado;2800;Ate 5k;23522;6;Sim;Sim;19;3;3;80;3;5;3;3;3;2;0;2
RM658;29;26-35;Não;Viaja_Raramente;1086;Pesquisa e Desenvolvimento;7;1;Médica;1;912;1;Feminino;62;2;1;Técnico de laboratório;4;Divorciado;2532;Ate 5k;6054;6;Sim;Não;14;3;3;80;3;8;5;3;4;3;0;3
RM698;29;26-35;Não;Viaja_Frequentemente;1404;Vendas;20;3;Graduação Técnica;1;974;3;Feminino;84;3;1;Representativo de Vendas;4;Casado;2157;Ate 5k;18203;1;Sim;Não;15;3;2;80;1;3;5;3;3;1;0;2
RM712;29;26-35;Sim;Viaja_Raramente;906;Pesquisa e Desenvolvimento;10;3;Ciências Humanas;1;994;4;Feminino;92;2;1;Cientista Pesquisador;1;Solteiro;2404;Ate 5k;11479;6;Sim;Sim;20;4;3;80;0;3;5;3;0;0;0;0
RM809;29;26-35;Não;Viaja_Raramente;1107;Pesquisa e Desenvolvimento;28;4;Ciências Humanas;1;1120;3;Feminino;93;3;1;Cientista Pesquisador;4;Divorciado;2514;Ate 5k;26968;4;Sim;Não;22;4;1;80;1;11;1;3;7;5;1;7
RM824;29;26-35;Não;Viaja_Frequentemente;490;Pesquisa e Desenvolvimento;10;3;Ciências Humanas;1;1143;4;Feminino;61;3;1;Cientista Pesquisador;2;Divorciado;3291;Ate 5k;17940;0;Sim;Não;14;3;4;80;2;8;2;2;7;5;1;1
RM826;29;26-35;Não;Viaja_Raramente;718;Pesquisa e Desenvolvimento;8;1;Médica;1;1150;2;Masculino;79;2;2;Diretor de Manufatura;4;Casado;5056;5k-10k;17689;1;Sim;Sim;15;3;3;80;1;10;2;2;10;7;1;2
RM837;29;26-35;Sim;Viaja_Raramente;408;Vendas;23;1;Ciências Humanas;1;1165;4;Feminino;45;2;3;Vendas Executive;1;Casado;7336;5k-10k;11162;1;Sim;Não;13;3;1;80;1;11;3;1;11;8;3;10
RM853;29;26-35;Não;Viaja_Raramente;1401;Pesquisa e Desenvolvimento;6;1;Médica;1;1192;2;Feminino;54;3;1;Técnico de laboratório;4;Casado;3131;Ate 5k;26342;1;Sim;Não;13;3;1;80;1;10;5;3;10;8;0;8
RM860;29;26-35;Não;Viaja_Raramente;942;Pesquisa e Desenvolvimento;15;1;Ciências Humanas;1;1202;2;Feminino;69;1;1;Cientista Pesquisador;4;Casado;2168;Ate 5k;26933;0;Sim;Sim;18;3;1;80;1;6;2;2;5;4;1;3
RM894;29;26-35;Não;Viaja_Raramente;1010;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;1249;1;Feminino;97;3;1;Cientista Pesquisador;4;Divorciado;3760;Ate 5k;5598;1;Sim;Não;15;3;1;80;3;3;5;3;3;2;1;2
RM904;29;26-35;Não;Viaja_Raramente;1329;Pesquisa e Desenvolvimento;7;3;Ciências Humanas;1;1260;3;Masculino;82;3;2;Representante de saúde;4;Divorciado;6623;5k-10k;4204;1;Sim;Sim;11;3;2;80;2;6;2;3;6;0;1;0
RM906;29;26-35;Não;Viaja_Raramente;694;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;1264;4;Feminino;87;2;4;Research Director;4;Divorciado;16124;15k+;3423;3;Sim;Não;14;3;2;80;2;9;2;2;7;7;1;7
RM933;29;26-35;Sim;Viaja_Raramente;806;Pesquisa e Desenvolvimento;7;3;Graduação Técnica;1;1299;2;Feminino;39;3;1;Técnico de laboratório;3;Divorciado;3339;Ate 5k;17285;3;Sim;Sim;13;3;1;80;2;10;2;3;7;7;7;7
RM1006;29;26-35;Não;Viaja_Raramente;332;Recursos Humanos;17;3;Outro;1;1419;2;Masculino;51;2;3;Recursos Humanos;1;Solteiro;7988;5k-10k;9769;1;Sim;Não;13;3;1;80;0;10;3;2;10;9;0;9
RM1008;29;26-35;Sim;Viaja_Frequentemente;337;Pesquisa e Desenvolvimento;14;1;Outro;1;1421;3;Feminino;84;3;3;Representante de saúde;4;Solteiro;7553;5k-10k;22930;0;Sim;Sim;12;3;1;80;0;9;1;3;8;7;7;7
RM1058;29;26-35;Sim;Viaja_Frequentemente;115;Vendas;13;3;Graduação Técnica;1;1487;1;Feminino;51;3;2;Vendas Executive;2;Solteiro;5765;5k-10k;17485;5;Sim;Não;11;3;1;80;0;7;4;1;5;3;0;0
RM1064;29;26-35;Não;Viaja_Raramente;1246;Vendas;19;3;Ciências Humanas;1;1497;3;Masculino;77;2;2;Vendas Executive;3;Divorciado;8620;5k-10k;23757;1;Sim;Não;14;3;3;80;2;10;3;3;10;7;0;4
RM1073;29;26-35;Não;Viaja_Frequentemente;410;Pesquisa e Desenvolvimento;2;1;Ciências Humanas;1;1513;4;Feminino;97;3;1;Técnico de laboratório;2;Casado;3180;Ate 5k;4668;0;Sim;Não;13;3;3;80;3;4;3;3;3;2;0;2
RM1078;29;26-35;Sim;Viaja_Raramente;224;Pesquisa e Desenvolvimento;1;4;Graduação Técnica;1;1522;1;Masculino;100;2;1;Cientista Pesquisador;1;Solteiro;2362;Ate 5k;7568;6;Sim;Não;13;3;3;80;0;11;2;1;9;7;0;7
RM1091;29;26-35;Não;Viaja_Raramente;441;Pesquisa e Desenvolvimento;8;1;Outro;1;1544;3;Feminino;39;1;2;Representante de saúde;1;Casado;9715;5k-10k;7288;3;Sim;Não;13;3;3;80;1;9;3;3;7;7;0;7
RM1105;29;26-35;Não;Viaja_Raramente;598;Pesquisa e Desenvolvimento;9;3;Ciências Humanas;1;1558;3;Masculino;91;4;1;Cientista Pesquisador;3;Casado;2451;Ate 5k;22376;6;Sim;Não;18;3;1;80;2;5;2;2;1;0;0;0
RM1123;29;26-35;Não;Viaja_Raramente;1370;Pesquisa e Desenvolvimento;3;1;Médica;1;1586;2;Masculino;87;3;1;Técnico de laboratório;1;Solteiro;4723;Ate 5k;16213;1;Sim;Sim;18;3;4;80;0;10;3;3;10;9;1;5
RM1126;29;26-35;Não;Viaja_Frequentemente;995;Pesquisa e Desenvolvimento;2;1;Ciências Humanas;1;1590;1;Masculino;87;3;2;Representante de saúde;4;Divorciado;8853;5k-10k;24483;1;Sim;Não;19;3;4;80;1;6;0;4;6;4;1;3
RM1173;29;26-35;Não;Viaja_Raramente;469;Vendas;10;3;Médica;1;1650;3;Masculino;42;2;2;Vendas Executive;3;Solteiro;5869;5k-10k;23413;9;Sim;Não;11;3;3;80;0;8;2;3;5;2;1;4
RM1189;29;26-35;Não;Viaja_Raramente;991;Vendas;5;3;Médica;1;1669;1;Masculino;43;2;2;Vendas Executive;2;Divorciado;4187;Ate 5k;3356;1;Sim;Sim;13;3;2;80;1;10;3;2;10;0;0;9
RM1220;29;26-35;Não;Viaja_Raramente;1082;Pesquisa e Desenvolvimento;9;4;Médica;1;1709;4;Feminino;43;3;1;Técnico de laboratório;3;Casado;2974;Ate 5k;25412;9;Sim;Não;17;3;3;80;1;9;2;3;5;3;1;2
RM1250;29;26-35;Sim;Viaja_Raramente;428;Vendas;9;3;Marketing;1;1752;2;Feminino;52;1;1;Representativo de Vendas;2;Solteiro;2760;Ate 5k;14630;1;Sim;Não;13;3;3;80;0;2;3;3;2;2;2;2
RM1251;29;26-35;Não;Viaja_Frequentemente;461;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;1753;4;Masculino;70;4;2;Representante de saúde;3;Solteiro;6294;5k-10k;23060;8;Sim;Sim;12;3;4;80;0;10;5;4;3;2;0;2
RM1259;29;26-35;Não;Viaja_Raramente;590;Pesquisa e Desenvolvimento;4;3;Graduação Técnica;1;1762;4;Feminino;91;2;1;Cientista Pesquisador;1;Divorciado;2109;Ate 5k;10007;1;Sim;Não;13;3;3;80;1;1;2;3;1;0;0;0
RM1314;29;26-35;Sim;Viaja_Raramente;350;Recursos Humanos;13;3;Recursos Humanos;1;1844;1;Masculino;56;2;1;Recursos Humanos;1;Divorciado;2335;Ate 5k;3157;4;Sim;Sim;15;3;4;80;3;4;3;3;2;2;2;0
RM1319;29;26-35;Não;Viaja_Frequentemente;574;Pesquisa e Desenvolvimento;20;1;Médica;1;1852;4;Masculino;40;3;1;Técnico de laboratório;4;Casado;3812;Ate 5k;7003;1;Sim;Não;13;3;2;80;0;11;3;4;11;8;3;10
RM1325;29;26-35;Não;Viaja_Raramente;726;Pesquisa e Desenvolvimento;29;1;Ciências Humanas;1;1859;4;Masculino;93;1;2;Representante de saúde;3;Divorciado;6384;5k-10k;21143;8;Sim;Não;17;3;4;80;2;11;3;3;7;0;1;6
RM1330;29;26-35;Não;Viaja_Raramente;352;Recursos Humanos;6;1;Médica;1;1865;4;Masculino;87;2;1;Recursos Humanos;2;Casado;2804;Ate 5k;15434;1;Sim;Não;11;3;4;80;0;1;3;3;1;0;0;0
RM1333;29;26-35;Sim;Viaja_Frequentemente;459;Pesquisa e Desenvolvimento;24;2;Ciências Humanas;1;1868;4;Masculino;73;2;1;Cientista Pesquisador;4;Solteiro;2439;Ate 5k;14753;1;Sim;Sim;24;4;2;80;0;1;3;2;1;0;1;0
RM1344;29;26-35;Não;Viaja_Raramente;592;Pesquisa e Desenvolvimento;7;3;Ciências Humanas;1;1883;4;Masculino;59;3;1;Técnico de laboratório;1;Solteiro;2062;Ate 5k;19384;3;Sim;Não;14;3;2;80;0;11;2;3;3;2;1;2
RM1366;29;26-35;Sim;Viaja_Frequentemente;746;Vendas;24;3;Graduação Técnica;1;1928;3;Masculino;45;4;1;Representativo de Vendas;1;Solteiro;1091;Ate 5k;10642;1;Sim;Não;17;3;4;80;0;1;3;3;1;0;0;0
RM1388;29;26-35;Não;Viaja_Raramente;136;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;1954;1;Masculino;89;3;2;Representante de saúde;1;Casado;5373;5k-10k;6225;0;Sim;Não;12;3;1;80;1;6;5;2;5;3;0;2
RM1443;29;26-35;Sim;Viaja_Raramente;1092;Pesquisa e Desenvolvimento;1;4;Médica;1;2027;1;Masculino;36;3;1;Cientista Pesquisador;4;Casado;4787;Ate 5k;26124;9;Sim;Sim;14;3;2;80;3;4;3;4;2;2;2;2
RM1460;29;26-35;Não;Viaja_Raramente;1378;Pesquisa e Desenvolvimento;13;2;Outro;1;2053;4;Masculino;46;2;2;Técnico de laboratório;2;Casado;4025;Ate 5k;23679;4;Sim;Sim;13;3;1;80;1;10;2;3;4;3;0;3
RM1461;29;26-35;Não;Viaja_Raramente;468;Pesquisa e Desenvolvimento;28;4;Médica;1;2054;4;Feminino;73;2;1;Cientista Pesquisador;1;Solteiro;3785;Ate 5k;8489;1;Sim;Não;14;3;2;80;0;5;3;1;5;4;0;4
RM1461;29;26-35;Não;Viaja_Raramente;468;Pesquisa e Desenvolvimento;28;4;Médica;1;2054;4;Feminino;73;2;1;Cientista Pesquisador;1;Solteiro;3785;Ate 5k;8489;1;Sim;Não;14;3;2;80;0;5;3;1;5;4;0;4
RM008;30;26-35;Não;Viaja_Raramente;1358;Pesquisa e Desenvolvimento;24;1;Ciências Humanas;1;11;4;Masculino;67;3;1;Técnico de laboratório;3;Divorciado;2693;Ate 5k;13335;1;Sim;Não;22;4;2;80;1;1;2;3;1;0;0;
RM033;30;26-35;Não;Viaja_Raramente;125;Pesquisa e Desenvolvimento;9;2;Médica;1;41;4;Masculino;83;2;1;Técnico de laboratório;3;Solteiro;2206;Ate 5k;16117;1;Sim;Não;13;3;1;80;0;10;5;3;10;0;1;8
RM045;30;26-35;Não;Viaja_Frequentemente;721;Pesquisa e Desenvolvimento;1;2;Médica;1;57;3;Feminino;58;3;2;Técnico de laboratório;4;Solteiro;4011;Ate 5k;10781;1;Sim;Não;23;4;4;80;0;12;2;3;12;8;3;7
RM081;30;26-35;Não;Viaja_Raramente;852;Pesquisa e Desenvolvimento;1;1;Ciências Humanas;1;104;4;Masculino;55;2;2;Técnico de laboratório;4;Casado;5126;5k-10k;15998;1;Sim;Sim;12;3;3;80;2;10;1;2;10;8;3;0
RM089;30;26-35;Não;Viaja_Raramente;288;Pesquisa e Desenvolvimento;2;3;Ciências Humanas;1;117;3;Masculino;99;2;2;Representante de saúde;4;Casado;4152;Ate 5k;15830;1;Sim;Não;19;3;1;80;3;11;3;3;11;10;10;8
RM093;30;26-35;Não;Viaja_Raramente;1334;Vendas;4;2;Médica;1;121;3;Feminino;63;2;2;Vendas Executive;2;Divorciado;5209;5k-10k;19760;1;Sim;Sim;12;3;2;80;3;11;4;2;11;8;2;7
RM121;30;26-35;Não;Viaja_Frequentemente;1312;Pesquisa e Desenvolvimento;23;3;Ciências Humanas;1;159;1;Masculino;96;1;1;Cientista Pesquisador;3;Divorciado;2613;Ate 5k;22310;1;Sim;Não;25;4;3;80;3;10;2;2;10;7;0;9
RM140;30;26-35;Não;Viaja_Raramente;1240;Recursos Humanos;9;3;Recursos Humanos;1;184;3;Masculino;48;3;2;Recursos Humanos;4;Casado;6347;5k-10k;13982;0;Sim;Sim;19;3;4;80;0;12;2;1;11;9;4;
RM144;30;26-35;Não;Viaja_Raramente;438;Pesquisa e Desenvolvimento;18;3;Ciências Humanas;1;194;1;Feminino;75;3;1;Cientista Pesquisador;3;Solteiro;2632;Ate 5k;23910;1;Sim;Não;14;3;3;80;0;5;4;2;5;4;0;
RM146;30;26-35;Não;Viaja_Raramente;201;Pesquisa e Desenvolvimento;5;3;Graduação Técnica;1;197;4;Feminino;84;3;1;Cientista Pesquisador;1;Divorciado;3204;Ate 5k;10415;5;Sim;Não;14;3;4;80;1;8;3;3;3;2;2;
RM147;30;26-35;Não;Viaja_Raramente;1427;Pesquisa e Desenvolvimento;2;1;Médica;1;198;2;Masculino;35;2;1;Técnico de laboratório;4;Solteiro;2720;Ate 5k;11162;0;Sim;Não;13;3;4;80;0;6;3;3;5;3;1;
RM168;30;26-35;Não;Viaja_Raramente;1339;Vendas;5;3;Ciências Humanas;1;228;2;Feminino;41;3;3;Vendas Executive;4;Casado;9419;5k-10k;8053;2;Sim;Não;12;3;3;80;1;12;2;3;10;9;7;4
RM174;30;26-35;Não;Não_Viaja;111;Pesquisa e Desenvolvimento;9;3;Médica;1;239;3;Masculino;66;3;2;Técnico de laboratório;1;Divorciado;3072;Ate 5k;11012;1;Sim;Não;11;3;3;80;2;12;4;3;12;9;6;10
RM212;30;26-35;Não;Não_Viaja;829;Pesquisa e Desenvolvimento;1;1;Ciências Humanas;1;292;3;Masculino;88;2;3;Diretor de Manufatura;3;Solteiro;8474;5k-10k;20925;1;Sim;Não;22;4;3;80;0;12;2;3;11;8;5;8
RM215;30;26-35;Sim;Viaja_Raramente;1005;Pesquisa e Desenvolvimento;3;3;Graduação Técnica;1;297;4;Feminino;88;3;1;Cientista Pesquisador;1;Solteiro;2657;Ate 5k;8556;5;Sim;Sim;11;3;3;80;0;8;5;3;5;2;0;4
RM217;30;26-35;Sim;Viaja_Frequentemente;334;Vendas;26;4;Marketing;1;299;3;Feminino;52;2;2;Vendas Executive;1;Solteiro;6696;5k-10k;22967;5;Sim;Não;15;3;3;80;0;9;5;2;6;3;0;1
RM325;30;26-35;Não;Viaja_Raramente;1275;Pesquisa e Desenvolvimento;28;2;Médica;1;441;4;Feminino;64;3;2;Cientista Pesquisador;4;Casado;5775;5k-10k;11934;1;Sim;Não;13;3;4;80;2;11;2;3;10;8;1;9
RM339;30;26-35;Não;Viaja_Raramente;570;Vendas;5;3;Marketing;1;456;4;Feminino;30;2;2;Vendas Executive;3;Divorciado;6118;5k-10k;5431;1;Sim;Não;13;3;3;80;3;10;2;3;10;9;1;2
RM355;30;26-35;Não;Não_Viaja;641;Vendas;25;2;Graduação Técnica;1;475;4;Feminino;85;3;2;Vendas Executive;3;Casado;4736;Ate 5k;6069;7;Sim;Sim;12;3;2;80;1;4;2;4;2;2;2;2
RM382;30;26-35;Não;Viaja_Raramente;202;Vendas;2;1;Graduação Técnica;1;508;3;Masculino;72;3;1;Representativo de Vendas;2;Casado;2476;Ate 5k;17434;1;Sim;Não;18;3;1;80;1;1;3;3;1;0;0;0
RM386;30;26-35;Sim;Viaja_Frequentemente;464;Pesquisa e Desenvolvimento;4;3;Graduação Técnica;1;514;3;Masculino;40;3;1;Cientista Pesquisador;4;Solteiro;2285;Ate 5k;3427;9;Sim;Sim;23;4;3;80;0;3;4;3;1;0;0;0
RM403;30;26-35;Não;Viaja_Raramente;1082;Vendas;12;3;Graduação Técnica;1;533;2;Feminino;83;3;2;Vendas Executive;3;Solteiro;6577;5k-10k;19558;0;Sim;Não;11;3;2;80;0;6;6;3;5;4;4;4
RM411;30;26-35;Não;Viaja_Raramente;317;Pesquisa e Desenvolvimento;2;3;Ciências Humanas;1;548;3;Feminino;43;1;2;Diretor de Manufatura;4;Solteiro;6091;5k-10k;24793;2;Sim;Não;20;4;3;80;0;11;2;3;5;4;0;2
RM420;30;26-35;Não;Não_Viaja;1400;Pesquisa e Desenvolvimento;3;3;Ciências Humanas;1;562;3;Masculino;53;3;1;Técnico de laboratório;4;Casado;2097;Ate 5k;16734;4;Sim;Não;15;3;3;80;1;9;3;1;5;3;1;4
RM424;30;26-35;Não;Não_Viaja;1398;Vendas;22;4;Outro;1;567;3;Feminino;69;3;3;Vendas Executive;1;Casado;8412;5k-10k;2890;0;Sim;Não;11;3;3;80;0;10;3;3;9;8;7;8
RM427;30;26-35;Não;Não_Viaja;1116;Pesquisa e Desenvolvimento;2;3;Médica;1;571;3;Feminino;49;3;1;Técnico de laboratório;4;Solteiro;2564;Ate 5k;7181;0;Sim;Não;14;3;3;80;0;12;2;2;11;7;6;7
RM438;30;26-35;Não;Viaja_Raramente;413;Vendas;7;1;Marketing;1;585;4;Masculino;57;3;1;Representativo de Vendas;2;Solteiro;2983;Ate 5k;18398;0;Sim;Não;14;3;1;80;0;4;3;3;3;2;1;2
RM481;30;26-35;Sim;Viaja_Frequentemente;448;Vendas;12;4;Ciências Humanas;1;648;2;Masculino;74;2;1;Representativo de Vendas;1;Casado;2033;Ate 5k;14470;1;Sim;Não;18;3;3;80;1;1;2;4;1;0;0;0
RM502;30;26-35;Não;Viaja_Frequentemente;160;Pesquisa e Desenvolvimento;3;3;Médica;1;680;3;Feminino;71;3;1;Cientista Pesquisador;3;Divorciado;2083;Ate 5k;22653;1;Sim;Não;20;4;3;80;1;1;2;3;1;0;0;0
RM546;30;26-35;Não;Viaja_Raramente;501;Vendas;27;5;Marketing;1;747;3;Masculino;99;3;2;Vendas Executive;4;Divorciado;5304;5k-10k;25275;7;Sim;Não;23;4;4;80;1;10;2;2;8;7;7;7
RM582;30;26-35;Não;Viaja_Raramente;921;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;806;4;Masculino;38;1;1;Técnico de laboratório;3;Casado;3833;Ate 5k;24375;3;Sim;Não;21;4;3;80;2;7;2;3;2;2;0;2
RM603;30;26-35;Não;Viaja_Raramente;946;Pesquisa e Desenvolvimento;2;3;Médica;1;833;3;Feminino;52;2;2;Diretor de Manufatura;4;Solteiro;6877;5k-10k;20234;5;Sim;Sim;24;4;2;80;0;12;4;2;0;0;0;0
RM624;30;26-35;Não;Viaja_Frequentemente;1012;Pesquisa e Desenvolvimento;5;4;Ciências Humanas;1;861;2;Masculino;75;2;1;Cientista Pesquisador;4;Divorciado;3761;Ate 5k;2373;9;Sim;Não;12;3;2;80;1;10;3;2;5;4;0;3
RM703;30;26-35;Não;Viaja_Raramente;231;Vendas;8;2;Outro;1;982;3;Masculino;62;3;3;Vendas Executive;3;Divorciado;7264;5k-10k;9977;5;Sim;Não;11;3;1;80;1;10;2;4;8;4;7;7
RM721;30;26-35;Sim;Viaja_Raramente;138;Pesquisa e Desenvolvimento;22;3;Ciências Humanas;1;1004;1;Feminino;48;3;1;Cientista Pesquisador;3;Casado;2132;Ate 5k;11539;4;Sim;Sim;11;3;2;80;0;7;2;3;5;2;0;1
RM731;30;26-35;Não;Viaja_Raramente;153;Pesquisa e Desenvolvimento;8;2;Ciências Humanas;1;1015;2;Feminino;73;4;3;Research Director;1;Casado;11416;10k-15k;17802;0;Sim;Sim;12;3;3;80;3;9;4;2;8;7;1;7
RM733;30;26-35;Sim;Viaja_Frequentemente;109;Pesquisa e Desenvolvimento;5;3;Médica;1;1017;2;Feminino;60;3;1;Técnico de laboratório;2;Solteiro;2422;Ate 5k;25725;0;Sim;Não;17;3;1;80;0;4;3;3;3;2;1;2
RM783;30;26-35;Não;Viaja_Raramente;1176;Pesquisa e Desenvolvimento;20;3;Outro;1;1084;3;Masculino;85;3;2;Diretor de Manufatura;1;Casado;9957;5k-10k;9096;0;Sim;Não;15;3;3;80;1;7;1;2;6;2;0;2
RM845;30;26-35;Não;Viaja_Raramente;852;Vendas;10;3;Marketing;1;1179;3;Masculino;72;2;2;Vendas Executive;3;Casado;6578;5k-10k;2706;1;Sim;Não;18;3;1;80;1;10;3;3;10;3;1;4
RM866;30;26-35;Não;Viaja_Raramente;1329;Vendas;29;4;Ciências Humanas;1;1211;3;Masculino;61;3;2;Vendas Executive;1;Divorciado;4115;Ate 5k;13192;8;Sim;Não;19;3;3;80;3;8;3;3;4;3;0;3
RM875;30;26-35;Não;Viaja_Raramente;853;Pesquisa e Desenvolvimento;7;4;Ciências Humanas;1;1224;3;Masculino;49;3;2;Técnico de laboratório;3;Divorciado;3491;Ate 5k;11309;1;Sim;Não;13;3;1;80;3;10;4;2;10;7;8;9
RM887;30;26-35;Não;Viaja_Raramente;1465;Pesquisa e Desenvolvimento;1;3;Médica;1;1241;4;Masculino;63;3;1;Cientista Pesquisador;2;Casado;3579;Ate 5k;9369;0;Sim;Sim;21;4;1;80;1;12;2;3;11;9;5;7
RM932;30;26-35;Não;Não_Viaja;879;Pesquisa e Desenvolvimento;9;2;Médica;1;1298;3;Feminino;72;3;2;Diretor de Manufatura;3;Solteiro;4695;Ate 5k;12858;7;Sim;Sim;18;3;3;80;0;10;3;3;8;4;1;7
RM942;30;26-35;Não;Viaja_Raramente;1138;Pesquisa e Desenvolvimento;6;3;Graduação Técnica;1;1311;1;Feminino;48;2;2;Técnico de laboratório;4;Casado;4627;Ate 5k;23631;0;Sim;Não;12;3;1;80;1;10;6;3;9;2;6;7
RM949;30;26-35;Não;Viaja_Raramente;634;Pesquisa e Desenvolvimento;17;4;Médica;1;1321;2;Feminino;95;3;3;Manager;1;Casado;11916;10k-15k;25927;1;Sim;Sim;23;4;4;80;2;9;2;3;9;1;0;8
RM1014;30;26-35;Não;Viaja_Raramente;855;Vendas;7;4;Marketing;1;1428;4;Feminino;73;3;2;Vendas Executive;1;Divorciado;4779;Ate 5k;12761;7;Sim;Não;14;3;2;80;2;8;3;3;3;2;0;2
RM1050;30;26-35;Não;Viaja_Raramente;1358;Vendas;16;1;Ciências Humanas;1;1479;4;Masculino;96;3;2;Vendas Executive;3;Casado;5301;5k-10k;2939;8;Sim;Não;15;3;3;80;2;4;2;2;2;1;2;2
RM1053;30;26-35;Não;Não_Viaja;990;Pesquisa e Desenvolvimento;7;3;Graduação Técnica;1;1482;3;Masculino;64;3;1;Cientista Pesquisador;3;Divorciado;1274;Ate 5k;7152;1;Sim;Não;13;3;2;80;2;1;2;2;1;0;0;0
RM1065;30;26-35;Não;Viaja_Raramente;330;Recursos Humanos;1;3;Ciências Humanas;1;1499;3;Masculino;46;3;1;Recursos Humanos;3;Divorciado;2064;Ate 5k;15428;0;Sim;Não;21;4;1;80;1;6;3;4;5;3;1;3
RM1107;30;26-35;Sim;Viaja_Raramente;740;Vendas;1;3;Ciências Humanas;1;1562;2;Masculino;64;2;2;Vendas Executive;1;Casado;9714;5k-10k;5323;1;Sim;Não;11;3;4;80;1;10;4;3;10;8;6;7
RM1110;30;26-35;Não;Viaja_Raramente;1288;Vendas;29;4;Graduação Técnica;1;1568;3;Masculino;33;3;3;Vendas Executive;2;Casado;9250;5k-10k;17799;3;Sim;Não;12;3;2;80;1;9;3;3;4;2;1;3
RM1142;30;26-35;Não;Viaja_Raramente;241;Pesquisa e Desenvolvimento;7;3;Médica;1;1609;2;Masculino;48;2;1;Cientista Pesquisador;2;Casado;2141;Ate 5k;5348;1;Sim;Não;12;3;2;80;1;6;3;2;6;4;1;1
RM1234;30;26-35;Não;Viaja_Raramente;793;Pesquisa e Desenvolvimento;16;1;Ciências Humanas;1;1729;2;Masculino;33;3;1;Cientista Pesquisador;4;Casado;2862;Ate 5k;3811;1;Sim;Não;12;3;2;80;1;10;2;2;10;0;0;8
RM1245;30;26-35;Não;Viaja_Frequentemente;1312;Pesquisa e Desenvolvimento;2;4;Graduação Técnica;1;1745;4;Feminino;78;2;1;Cientista Pesquisador;1;Solteiro;4968;Ate 5k;26427;0;Sim;Não;16;3;4;80;0;10;2;3;9;7;0;7
RM1247;30;26-35;Sim;Viaja_Frequentemente;600;Recursos Humanos;8;3;Recursos Humanos;1;1747;3;Feminino;66;2;1;Recursos Humanos;4;Divorciado;2180;Ate 5k;9732;6;Sim;Não;11;3;3;80;1;6;0;2;4;2;1;2
RM1252;30;26-35;Não;Viaja_Raramente;979;Vendas;15;2;Marketing;1;1754;3;Masculino;94;2;3;Vendas Executive;1;Divorciado;7140;5k-10k;3088;2;Sim;Não;11;3;1;80;1;12;2;3;7;7;1;7
RM1260;30;26-35;Não;Viaja_Raramente;305;Pesquisa e Desenvolvimento;16;3;Ciências Humanas;1;1763;3;Masculino;58;4;2;Representante de saúde;3;Casado;5294;5k-10k;9128;3;Sim;Não;16;3;3;80;1;10;3;3;7;0;1;7
RM1297;30;26-35;Não;Viaja_Raramente;1092;Pesquisa e Desenvolvimento;10;3;Médica;1;1816;1;Feminino;64;3;3;Diretor de Manufatura;3;Solteiro;9667;5k-10k;2739;9;Sim;Não;14;3;2;80;0;9;3;3;7;7;0;2
RM1339;30;26-35;Sim;Viaja_Raramente;945;Vendas;9;3;Médica;1;1876;2;Masculino;89;3;1;Representativo de Vendas;4;Solteiro;1081;Ate 5k;16019;1;Sim;Não;13;3;3;80;0;1;3;2;1;0;0;0
RM1413;30;26-35;Não;Viaja_Raramente;911;Pesquisa e Desenvolvimento;1;2;Médica;1;1989;4;Masculino;76;3;1;Técnico de laboratório;2;Casado;3748;Ate 5k;4077;1;Sim;Não;13;3;3;80;0;12;6;2;12;8;1;7
RM013;31;26-35;Não;Viaja_Raramente;670;Pesquisa e Desenvolvimento;26;1;Ciências Humanas;1;16;1;Masculino;31;3;1;Cientista Pesquisador;3;Divorciado;2911;Ate 5k;15170;1;Sim;Não;17;3;4;80;1;5;1;2;5;2;4;3
RM059;31;26-35;Não;Viaja_Raramente;655;Pesquisa e Desenvolvimento;7;4;Ciências Humanas;1;76;4;Masculino;48;3;2;Técnico de laboratório;4;Divorciado;5915;5k-10k;9528;3;Sim;Não;22;4;4;80;1;10;3;2;7;7;1;7
RM073;31;26-35;Não;Viaja_Raramente;1082;Pesquisa e Desenvolvimento;1;4;Médica;1;95;3;Masculino;87;3;1;Cientista Pesquisador;2;Solteiro;2501;Ate 5k;18775;1;Sim;Não;17;3;2;80;0;1;4;3;1;1;1;
